timestamp,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131
2019-05-04 00:00:00+00:00,181.63255230431514,169.67149665753624,11.961055646778902,0.6596000088061826,69.90124491946172,0.07130919220055709,0.09593465045592708,0.12686785818927637,523076.545318151,1465537.54507487,1094168.57610037,4466878.16129255,128071.114162301,905660.642249392,2345379.49712858,1229814.37707674,1126223.66990953,1896392.20808734,1950201.64857296,551517.06,0.578540094220747,0.325930763690918,0.274714159999271,0.205166127737873,24.5027108239343,6.095566369872165,3.44714336118813e-07,2737647.586776861,0.15481848824867236,132,574635,654.537878787879,477,1187771.27272727,156785808,3972899.32142698,0.2246740120526824,0,17682950.0,15181202.3363869,3019.38184279519,0.018518958176643327,28.214629926091362,0.03464320968328849,1650.0,0.606590253681631,5039378.94711501,77615107656.4528,5.236556572702507e-07,102168116472.07382,16338,151186,104,728470,2622740,7038771,0.701111111111111,1.3163431651000193,0.531192998286054,33321526.7271725,0.246751864081546,349433,24278435,0.2467701202524739,0.1409592505015934,27.130714025095408,30.091140951480664,-0.705735979192917,4389.262405676248,12643542.0978574,0.92130146976106,4.117800925925926,13238207.4401786,46559734.1673511,0.002212978404567046,0.0354426055780109,1710.62915441,298.371899687771,440.557859114374,156740794,87885,278949,231962,17406,40875,4832,904,8547,1099,127,7025,11,0,1.00655786372262,1.0218318190866,28.20971549570926,0.7380028354047936,11033539860.260834,34148,41137,2.38578814681472,0.02657696,651768.692252021,2044.9744132509004,1.1030825601757528,37668.0632648816,2.48704119369513,0.02387911,884834.54181045,0.9653848768294359,39713.0376781325,0.17240782712647,0.419159691208016,75835373,867395,1.02207779727214,0.0069764,886545.17096486,20446836,55388537,0.730378645332172,679622,1.30204020906454,0.012104,884895.17096486,0.03685859498850707,0.000170412882218687,9.309e-05,1650.0,60.62915441,
2019-05-05 00:00:00+00:00,194.4898345257343,174.70035512743846,19.78947939829584,0.6593648648731243,68.38830971308762,0.01025187803800276,0.07494827910475843,0.10991358384309158,499125.363946931,1491778.95914001,1078306.85869571,4467945.46574308,139361.617823081,906145.377013152,2345667.3761478,1230395.57355203,1126006.36614458,1897549.7468262,1946233.77994021,556017.06,0.578625771623846,0.325979121996921,0.274739778246519,0.205165222836851,22.2057983651365,6.842908338875731,3.8694247250254175e-07,2731952.7100285813,0.15448234639836758,129,574764,665.054263565891,481,1196308.18604651,154323756,4102032.53376336,0.23195555636524004,0,17684562.5,15182332.7595199,3019.64777735033,0.01942893678711101,26.64722299296391,0.03383958975337786,1612.5,0.606458066574493,5157285.22504261,77673360460.9773,5.24041783207534e-07,102339253759.64104,16343,151188,104,728424,2620631,7043118,1.2328587962963,1.317559239773793,0.521049096580911,48923145.4024619,0.240995470719468,316916,24307768,0.24106096775031982,0.13824339290334187,29.500945983379694,30.00111644431376,-0.707701475035682,4392.156179208691,12527248.3199298,0.902994241228965,3.826423611111111,10726840.2864389,59649985.6889008,0.002212984731536834,0.0375273626172621,1675.3723039699998,294.702952133874,466.659101702039,154278899,126378,244660,202203,17206,63580,5368,1044,7562,593,133,5875,37,0,1.01123622698139,1.03090383157115,28.249936126088212,0.7331875983164737,11042871278.365602,34394,38405,2.29770509085184,0.02166293,599457.471972701,-5687.257773426802,1.042085987193185,35841.5054435224,2.30203491214908,0.02387974,761059.64806123,0.7851646314306887,30154.2476700956,0.17553697900878,0.416532449728248,76029879,869145,0.877569358812638,0.00737235,762735.0203652,20936561,55093318,0.724627195579254,674639,1.12819229301182,0.01109853,761122.5203652,0.033897218094747945,0.000190174632323361,9.766e-05,1612.5,62.87230397,
2019-05-06 00:00:00+00:00,199.87250533660608,179.78825242432293,20.084252912283148,0.6594156626165582,67.56866387326758,-0.014647252556768908,0.05561745589600742,0.10132713358519818,438061.574525131,1479747.38221768,953443.431778927,4467021.00529167,334126.252474531,906554.034852542,2349378.87043317,1229700.27389287,1125489.5648116,1899963.65877499,1942617.93591967,560317.06,0.578505006644518,0.325937588915604,0.274680607732136,0.205152789888937,18.7091586976256,8.293710424640542,4.6893019371555863e-07,2729218.19641575,0.15431124936975762,151,574915,574.066225165563,434,1222187.44370861,184550304,6367958.37847788,0.36004728922298596,0,17686450.0,15183486.0490439,3021.02068804985,0.020436672051346798,25.734088184883202,0.03971929082512671,1887.5,0.606343286075771,5388627.39628081,77788209126.0868,5.180356769664953e-07,101276155882.5351,16361,151180,103,728418,2623370,7049171,1.13025462962963,1.301947390489177,0.500080319727707,104044744.897946,0.234434727016283,390611,24331689,0.23030895118099137,0.13084772051198723,23.035058651709633,29.47566629727762,-0.7097577157643981,4398.181044024483,12297793.6486916,1.04721122184838,4.378761574074074,20590694.7271106,124635439.625057,0.002186425596945243,0.0388589637532766,1963.8116871699997,361.014889393936,487.671372497186,184498272,164175,289766,252983,23342,64113,4570,1068,7732,747,100,6388,4,0,1.01593171779478,1.03658414579571,27.993815038813977,0.7271482235511584,11053679481.494455,42187,49250,2.39703332336135,0.02524405,767805.728972491,-2725.1023026283,0.9999760261152251,42185.988613723,3.06141288745292,0.03319067,1158209.03064565,0.8012362702760345,39460.8863110947,0.178823883754015,0.413258610770297,76196165,981274,1.18231283243297,0.00870936,1160172.84233282,21332213,54863952,0.7200356080913,814988,1.42122993508227,0.01210514,1158285.34233282,0.04341208829202531,0.00020170934294588,0.00011065,1887.5,76.31168717,-0.001761997989726945
2019-05-07 00:00:00+00:00,206.08437284311094,185.0985517915104,20.98582105160054,0.6591638293302671,68.52586082463131,0.003936663459015,0.014228899690676089,0.1134180653924517,422291.267744731,1473365.52282402,978569.838421047,4462067.85820994,353672.826856352,906550.884144002,2337209.45937302,1229901.8136115,1125616.85863475,1895308.39209896,1940486.76305446,562967.06,0.5782208024861,0.325956080737867,0.274703877991021,0.205170906138634,23.2945597526738,12.927196518695945,7.308440248781667e-07,2714918.35737205,0.15348895304931653,127,575042,677.929133858268,529,1267977.19685039,161033104,10885055.8816455,0.6153908188879349,1,17688037.5,15184554.9402819,3023.18188400218,0.021544338906141016,18.19574888773569,0.033299677221070745,1587.5,0.60635108692179,5327181.93832454,77886423724.674,5.34921816511481e-07,104675678090.80746,16376,151330,104,729145,2628681,7066749,0.635694444444444,1.3439528108368748,0.553748151464217,88799210.6703254,0.243588118701882,390034,24390533,0.24273230447168526,0.15560663458268242,21.006482582981203,30.20310848294383,-0.7050517432806719,4403.338907703808,12360826.6066478,0.914415530817655,3.817314814814815,44053553.906586,132852764.576911,0.0022561219421147606,0.0549578918773725,1679.8193290600002,371.430367650483,488.117071336735,160988820,101206,245609,258998,19840,50220,6208,1531,7240,687,39,7530,6,0,1.00984362487446,1.02650352085915,28.928095718023254,0.7449000519703153,11063074115.521502,48595,51128,2.66623044970093,0.028875,842027.57078095,-14287.3610188432,1.2611732367843358,61286.7134415348,4.6833584122636,0.0657951,1544646.53809913,0.9192487956245423,46999.3524226916,0.172617469740141,0.416205588442023,76419864,922813,1.67566598804761,0.01176412,1546326.35742819,20872532,55547332,0.726870333085126,699114,2.20956647618012,0.019,1544738.85742819,0.047604352420722196,0.00027991161453659,0.00014982,1587.5,92.31932906,0.013005779120025244
2019-05-08 00:00:00+00:00,224.64696747574362,193.06422412597516,31.582743349768464,0.6592154137139872,71.08840914626994,0.04477086815023301,0.029467845380481972,0.1552227193153084,507842.289503781,1474651.02071451,1007800.01307535,4464005.93234565,243803.962497092,905855.883762282,2320408.32437748,1230300.92993371,1125036.15794114,1906086.0856843,1938150.88513749,565967.06,0.578256245909283,0.325909060830448,0.274701650755534,0.205153585369002,19.2206905396842,8.581709381518111,4.851181289655835e-07,2708998.8524334403,0.15313784191908197,152,575194,571.072368421053,434,1243073.44736842,188947164,7325923.44966893,0.4141294139489713,0,17689937.5,15185790.6632349,3024.30295642926,0.022868049599207477,17.917814262429914,0.03997947029232818,1900.0,0.606374454976124,4909135.27640732,77968862636.0591,5.331722835743055e-07,104450340612.49234,16334,151190,105,728914,2629921,7063503,0.690532407407407,1.339641711846468,0.580139029536267,71225763.1388607,0.263703471717957,435093,24426393,0.24368487812607642,0.17092690558419077,20.722288957179803,29.867481519410187,-0.6979718915961557,4407.5261789963415,12780773.268565,1.09052471737575,4.5477893518518515,25873489.0620078,97099252.2008685,0.002247561160014365,0.0558103787299995,2012.3076521899998,364.375833080424,480.734122449582,188894378,113234,292101,308793,24058,63054,4078,955,10211,829,73,7894,8,0,1.00952235154373,1.02686807525675,28.889387192545417,0.754815280147337,11074292676.760836,48806,45866,2.28552079315107,0.02230885,853667.156970651,-5905.822395960604,1.0233785230789658,49947.012197392,3.25964316107293,0.05209011,1280808.32763723,0.9602143156462608,44041.1898014314,0.159666453245534,0.423369924963492,76685419,1090843,1.1759901610859,0.0103,1282820.63528942,20020052,56665367,0.73893274287254,825288,1.55208925282983,0.01652985,1280920.63528942,0.04825721724402084,0.000285821744360941,0.00016235,1900.0,112.30765219,0.02609508876256587
2019-05-09 00:00:00+00:00,252.61477299073613,204.95890728129154,47.65586570944458,0.6606168917388189,73.2042832732198,0.07005925409550362,0.07427171726008219,0.1664133738601823,537126.708312061,1467860.70276651,992381.136310147,4457783.22025757,254432.641071262,905927.623693942,2318237.97650268,1230900.02279102,1124552.30234343,1897786.80992937,1933727.34099479,571067.06,0.577892037352325,0.32592332469174,0.27471728666179,0.205142729346592,21.2334971175869,13.382435735197031,7.564197130846278e-07,2712856.9160134406,0.1533396827494888,150,575344,572.3,383,1258699.75333333,188804963,12066044.0435378,0.6820128827127124,1,17691812.5,15186989.1439639,3026.87386777111,0.024249355021974686,18.53048348589426,0.03943895186434343,1875.0,0.606343949903453,4824992.02853867,78047628780.6537,5.489598207972302e-07,107665393845.5952,16329,150977,107,728566,2629137,7073003,1.01186342592593,1.3794832146429423,0.65191744537306,67340560.4592288,0.286097625674353,423016,24466279,0.2584610146915419,0.20120769531951022,19.621969136372137,30.51094842966445,-0.6883629485153484,4411.5111880511795,12866791.5164337,1.11390817966791,4.183090277777778,66551336.4776405,133891896.936869,0.002312865025979405,0.053965132683193,1981.95654809,390.759718627438,522.25239956947,188751940,171088,256505,289359,26881,66105,5746,1139,10546,1223,83,9300,4,0,1.00888698724911,1.02172785599361,29.679923906627945,0.7791470544408053,11085703187.326696,41799,48852,2.62594181483064,0.02266954,901632.87777299,3871.004539259702,1.2076359433367305,50477.974795532,3.47518083714318,0.05401474,1255996.38297945,1.1125231174730144,54348.9793347917,0.145454221375165,0.431551847049518,76805071,957631,1.31363577362006,0.00997236,1257978.33952754,19598989,57206082,0.744821679808095,837979,1.49896756306249,0.01655337,1256103.33952754,0.05096328472693174,0.00029593504516918,0.0001717,1875.0000000000005,106.95654809,0.033897099373166796
2019-05-10 00:00:00+00:00,287.73263700437656,221.51393205941355,66.21870494496301,0.6644546483439928,75.17333778174715,0.06777235224785327,0.11557744744480614,0.19268384427308627,589418.009642981,1471672.70535193,983574.384902537,4451505.15159665,260346.100539892,906840.518922152,2311792.49689052,1232089.71635999,1124590.50958219,1856519.02701574,1928380.36416819,576617.06,0.577618646562838,0.326027011185386,0.274773899841622,0.205138247154673,19.7438222283656,18.822119215086555,1.0637947375832228e-06,2710871.3239797694,0.1532139189939607,125,575469,696.48,475,1259484.184,157435523,17518051.5673665,0.9900910124476816,1,17693375.0,15188348.6207889,3031.04703622368,0.025677390864792565,13.626913983197102,0.03275675357537611,1562.5,0.606461219482021,4567121.18948911,78140638764.0039,5.691573725782333e-07,111735888839.4451,16337,151068,108,730004,2633925,7103247,0.685104166666667,1.4299331385926308,0.723169853908977,83121007.5609,0.307418087433091,401965,24560521,0.2692449624416572,0.23001859578219352,19.01049396313064,31.28920413208264,-0.6780075848532263,4416.378376878572,13126224.8554833,0.964279295669591,3.736550925925926,46910235.1764491,130031242.737349,0.0023961293653012358,0.0733841867082354,1686.2436163800005,428.346143645343,487.52708788929,157392270,89200,240137,252252,25212,46852,4166,566,7487,507,34,7521,31,0,1.00977235839402,1.02713398729433,30.70735364787585,0.8024590558092042,11095570571.379293,40655,47454,2.94941125523669,0.03120348,930716.215702491,-1970.2837972550988,1.294412484841793,52624.3395712431,4.21172921256716,0.0712362,1359706.23552675,1.0674349006192945,50654.055773988,0.132342934720053,0.439761022153144,77033079,901973,1.50934948068639,0.0103,1361392.47914313,17987707,59045372,0.766493729271811,673965,2.01765667229476,0.01999727,1359829.97914313,0.05260252584385348,0.000383299414505108,0.00022347,1562.5,123.74361638,0.06829272712037075
2019-05-11 00:00:00+00:00,381.87905253977624,253.57608527939885,128.3029672603774,0.6747169139298403,81.23788746318738,0.17557003257328985,0.25792959219240164,0.3403899721448469,682548.577773191,1516433.05739233,912669.374756157,4447725.41274813,252381.916803682,907520.724769982,2256106.66941991,1233080.64431252,1123531.59264027,1856546.08439893,1925359.92995767,581067.06,0.57746738425703,0.32611245841651,0.274825613275521,0.205140355049328,26.8100002681937,15.077950761253307,8.52102331802956e-07,2709254.5428667893,0.15310847939343256,130,575599,662.453846153846,426,1240594.78461538,161277322,13461191.6485177,0.760734198842481,1,17695000.0,15188544.0549999,3034.57407414143,0.027180914267128486,13.987180915803199,0.03408586759980303,1625.0,0.606546050285059,3199010.14836434,78474559267.6588,6.118166974516065e-07,120241261418.71213,16347,151024,108,731211,2640256,7111066,0.940196759259259,1.5322323889529172,1.04780326481106,322851911.866075,0.383543319516759,402077,24590255,0.3472596833152589,0.32607502385814824,19.82026151078213,33.20978608779004,-0.6359621637390436,4434.843699782921,14495960.896608,1.08082530926552,3.9910532407407406,31962853.7150582,354814765.581133,0.002573634911470105,0.0714940348608893,1750.1233820900002,488.840603154363,467.573322274645,161231906,117238,236564,252220,27952,60165,7776,1051,11312,664,57,12077,69,0,1.03922352224363,1.10380228414903,32.93168982935596,0.9155888577778722,11106612789.509014,39606,52310,2.66893056053623,0.02752565,892773.286082729,-1600.830118319398,1.8274048606255264,72376.1969099346,3.64823231383216,0.06013184,1258009.0040818,1.3529987916577175,70775.3667916152,0.0943759536942462,0.477919273211005,77162171,856237,1.47127387331298,0.00978648,1259759.12746389,11186379,65975792,0.855027679301558,727145,1.730238298364,0.01449771,1258134.12746389,0.05045342108407624,0.000362858424920322,0.00021922,1625.0,125.12338209,0.04581251190690616
2019-05-12 00:00:00+00:00,431.9418196453007,289.23749778553935,142.70432185976136,0.6882401947919004,75.8581077528531,0.09997634629030983,0.17452433069540318,0.23296509058771542,766056.772233291,1492773.56223938,897500.534537247,4440667.61299573,213771.469979422,912620.515889232,2256480.3147801,1233775.06683466,1123144.55540184,1852997.75851646,1921340.82156541,585817.06,0.577350967195606,0.326422906722242,0.274853612202187,0.205136891303015,43.9604386670241,10.526075470857839,5.947951822759448e-07,2710296.9997809194,0.1531502982730619,158,575757,549.993670886076,422,1234789.48734177,195096739,7326325.58256086,0.4139874516724389,0,17696975.0,15189788.3462149,3036.56049899986,0.028714104268792937,19.975759617931885,0.04157302029804355,1975.0,0.606656726032383,3500666.03863792,78734653834.7682,6.42125779304215e-07,126372301683.5634,16375,151026,106,730016,2629740,7070291,2.58547453703704,1.6050404177653097,0.92904666712369,246014084.649319,0.361433256216583,379788,24536390,0.3093338060355998,0.2967423187023376,25.426073733235835,34.62472746941456,-0.6480721207845628,4449.045886925206,14196280.0063345,1.37753405286744,3.9168171296296297,42494359.5528967,288508444.202216,0.002699337739526335,0.0500606744938159,2079.08015488,525.930110564582,576.342087922169,195041655,206753,244369,235640,54747,86538,11924,2331,21064,2015,1429,25883,86,0,1.03739741817355,1.09797655471147,34.66470496746644,0.8762071824633078,11120716063.985304,37316,49955,2.21881169117878,0.02649739,696016.82059418,1056.0370774815965,1.3224758504164273,49349.5088341394,2.80746991550176,0.05007421,950084.3165147,1.0090190353642479,50405.545911621,0.103664278845775,0.465097535062359,77119793,850401,1.11966401341202,0.00731163,952163.39666958,12197858,64921935,0.841832329607005,892779,1.06430415216933,0.01136049,950188.39666958,0.039329705816625725,0.000307553654499088,0.00017762,1975.0,104.08015488,0.07556334954859471
2019-05-13 00:00:00+00:00,534.1658712229191,338.21022381097066,195.95564741194846,0.7089934943844023,80.56385121629515,0.08437240232751453,0.2747557003257328,0.3567342693707749,741033.385621191,1472154.57904557,889895.586546997,4434369.42337225,294227.799831662,905652.795785382,2239180.28746908,1233083.67794838,1123395.99231313,1858518.48334227,1916604.47369686,590917.06,0.576529034976603,0.325986418757686,0.274816883886266,0.20514744925105,44.6749219300639,21.969877056426565,1.241301738802638e-06,2719379.084653839,0.1536453744176472,167,575924,513.131736526946,438,1203409.63473054,200969409,19613597.7600501,1.1081715633271592,1,17699062.5,15191515.5978379,3042.52962117375,0.02904070254282574,19.605085872940954,0.04398702166745361,2087.5,0.606603357092773,2833521.57169943,79188858369.7841,6.627966158165518e-07,130636518627.64143,16373,150985,106,729318,2629704,7057160,1.87521990740741,1.6496830654839707,1.21750182205959,438791676.26081,0.42641070936253,444013,24563388,0.3678711568732015,0.3701122508557886,19.82533912931722,35.352466691633246,-0.6059377736049454,4474.183780625901,14865511.9732729,1.50927292877889,4.5169097222222225,34277333.8277032,473069010.088513,0.0027845838799118667,0.0510071726531025,2199.7005033600003,584.565791036205,514.811167398237,200910721,149763,303926,250999,37927,85779,13792,2605,16470,1199,1047,26260,9,0,1.0368623142899,1.13376402637561,35.75684633148849,0.9787733189682166,11136123870.621119,40666,60730,2.44382697791239,0.02887352,892749.54564722,9095.197914548204,1.766147628618851,71822.1594654142,4.29493328124562,0.05633466,1676144.95727223,1.3324116150166705,80917.3573799624,0.0740212021135304,0.500431911476061,77214595,984578,1.70463351585714,0.01008883,1678344.65777559,9230280,67984315,0.880459387244083,889776,1.88390916115471,0.0152521,1676257.15777559,0.05044049907429956,0.00028750119371395,0.000162,2087.5,112.20050336,0.036752369350355675
